Level,Date,State Postal Code,State,County Name,Population Staying at Home Percentage,Population Not Staying at Home Percentage,Number of Trips,Number of cases,Est. Med HH Income 2018,POPESTIMATE2019,Lat,Lng,Daily New Cases
County,6/21/2020,IL,Illinois,Cumberland County,17.33%,82.67%,37455.0,10,53376.0,10766,39.2653533,-88.2071598,0
County,6/22/2020,IL,Illinois,Cumberland County,14.28%,85.72%,40016.0,10,53376.0,10766,39.2653533,-88.2071598,0
County,6/23/2020,IL,Illinois,Cumberland County,12.65%,87.35%,41846.0,10,53376.0,10766,39.2653533,-88.2071598,0
County,6/24/2020,IL,Illinois,Cumberland County,15.61%,84.39%,41855.0,10,53376.0,10766,39.2653533,-88.2071598,0
County,6/25/2020,IL,Illinois,Cumberland County,14.46%,85.54%,38816.0,10,53376.0,10766,39.2653533,-88.2071598,0
County,6/26/2020,IL,Illinois,Cumberland County,14.17%,85.83%,40088.0,10,53376.0,10766,39.2653533,-88.2071598,0
County,6/27/2020,IL,Illinois,Cumberland County,16.58%,83.42%,42145.0,11,53376.0,10766,39.2653533,-88.2071598,1
County,6/28/2020,IL,Illinois,Cumberland County,16.38%,83.62%,39446.0,11,53376.0,10766,39.2653533,-88.2071598,0
County,6/29/2020,IL,Illinois,Cumberland County,14.05%,85.95%,47446.0,11,53376.0,10766,39.2653533,-88.2071598,0
County,6/30/2020,IL,Illinois,Cumberland County,12.55%,87.45%,44078.0,11,53376.0,10766,39.2653533,-88.2071598,0
County,2/1/2020,IL,Illinois,Crawford County,22.72%,77.28%,72062.0,0,49233.0,18667,39.0499568,-87.77633329999998,0
County,2/2/2020,IL,Illinois,Crawford County,24.93%,75.07%,63768.0,0,49233.0,18667,39.0499568,-87.77633329999998,0
County,2/3/2020,IL,Illinois,Crawford County,21.31%,78.69%,83496.0,0,49233.0,18667,39.0499568,-87.77633329999998,0
County,2/4/2020,IL,Illinois,Crawford County,21.03%,78.97%,80731.0,0,49233.0,18667,39.0499568,-87.77633329999998,0
County,2/5/2020,IL,Illinois,Crawford County,20.27%,79.73%,77532.0,0,49233.0,18667,39.0499568,-87.77633329999998,0
County,2/6/2020,IL,Illinois,Crawford County,20.3%,79.7%,75636.0,0,49233.0,18667,39.0499568,-87.77633329999998,0
County,2/7/2020,IL,Illinois,Crawford County,19.8%,80.2%,79328.0,0,49233.0,18667,39.0499568,-87.77633329999998,0
County,2/8/2020,IL,Illinois,Crawford County,21.33%,78.67%,70500.0,0,49233.0,18667,39.0499568,-87.77633329999998,0
County,2/9/2020,IL,Illinois,Crawford County,27.23%,72.77%,53955.0,0,49233.0,18667,39.0499568,-87.77633329999998,0
County,2/10/2020,IL,Illinois,Crawford County,21.44%,78.56%,83442.0,0,49233.0,18667,39.0499568,-87.77633329999998,0
County,2/11/2020,IL,Illinois,Crawford County,18.49%,81.51%,88590.0,0,49233.0,18667,39.0499568,-87.77633329999998,0
County,2/12/2020,IL,Illinois,Crawford County,21.06%,78.94%,81745.0,0,49233.0,18667,39.0499568,-87.77633329999998,0
County,2/13/2020,IL,Illinois,Crawford County,20.92%,79.08%,85212.0,0,49233.0,18667,39.0499568,-87.77633329999998,0
County,2/14/2020,IL,Illinois,Crawford County,19.77%,80.23%,93904.0,0,49233.0,18667,39.0499568,-87.77633329999998,0
County,2/15/2020,IL,Illinois,Crawford County,21.34%,78.66%,82163.0,0,49233.0,18667,39.0499568,-87.77633329999998,0
County,2/16/2020,IL,Illinois,Crawford County,24.63%,75.37%,65512.0,0,49233.0,18667,39.0499568,-87.77633329999998,0
County,2/17/2020,IL,Illinois,Crawford County,29.9%,70.1%,59691.0,0,49233.0,18667,39.0499568,-87.77633329999998,0
County,2/18/2020,IL,Illinois,Crawford County,19.6%,80.4%,80082.0,0,49233.0,18667,39.0499568,-87.77633329999998,0
County,2/19/2020,IL,Illinois,Crawford County,19.02%,80.98%,83101.0,0,49233.0,18667,39.0499568,-87.77633329999998,0
County,2/20/2020,IL,Illinois,Crawford County,20.34%,79.66%,80538.0,0,49233.0,18667,39.0499568,-87.77633329999998,0
County,2/21/2020,IL,Illinois,Crawford County,20.53%,79.47%,86068.0,0,49233.0,18667,39.0499568,-87.77633329999998,0
County,2/22/2020,IL,Illinois,Crawford County,20.25%,79.75%,74360.0,0,49233.0,18667,39.0499568,-87.77633329999998,0
County,2/23/2020,IL,Illinois,Crawford County,23.88%,76.12%,65297.0,0,49233.0,18667,39.0499568,-87.77633329999998,0
County,2/24/2020,IL,Illinois,Crawford County,23.25%,76.75%,81450.0,0,49233.0,18667,39.0499568,-87.77633329999998,0
County,2/25/2020,IL,Illinois,Crawford County,21.18%,78.82%,86367.0,0,49233.0,18667,39.0499568,-87.77633329999998,0
County,2/26/2020,IL,Illinois,Crawford County,21.11%,78.89%,71114.0,0,49233.0,18667,39.0499568,-87.77633329999998,0
County,2/27/2020,IL,Illinois,Crawford County,19.8%,80.2%,78800.0,0,49233.0,18667,39.0499568,-87.77633329999998,0
County,2/28/2020,IL,Illinois,Crawford County,19.89%,80.11%,84463.0,0,49233.0,18667,39.0499568,-87.77633329999998,0
County,2/29/2020,IL,Illinois,Crawford County,22.5%,77.5%,81777.0,0,49233.0,18667,39.0499568,-87.77633329999998,0
County,3/1/2020,IL,Illinois,Crawford County,23.93%,76.07%,63845.0,0,49233.0,18667,39.0499568,-87.77633329999998,0
County,3/2/2020,IL,Illinois,Crawford County,21.26%,78.74%,80582.0,0,49233.0,18667,39.0499568,-87.77633329999998,0
County,3/3/2020,IL,Illinois,Crawford County,19.1%,80.9%,83569.0,0,49233.0,18667,39.0499568,-87.77633329999998,0
County,3/4/2020,IL,Illinois,Crawford County,18.67%,81.33%,91499.0,0,49233.0,18667,39.0499568,-87.77633329999998,0
County,3/5/2020,IL,Illinois,Crawford County,16.94%,83.06%,82191.0,0,49233.0,18667,39.0499568,-87.77633329999998,0
County,3/6/2020,IL,Illinois,Crawford County,18.48%,81.52%,79969.0,0,49233.0,18667,39.0499568,-87.77633329999998,0
County,3/7/2020,IL,Illinois,Crawford County,19.8%,80.2%,85447.0,0,49233.0,18667,39.0499568,-87.77633329999998,0
County,3/8/2020,IL,Illinois,Crawford County,21.65%,78.35%,70443.0,0,49233.0,18667,39.0499568,-87.77633329999998,0
County,3/9/2020,IL,Illinois,Crawford County,20.17%,79.83%,81095.0,0,49233.0,18667,39.0499568,-87.77633329999998,0
County,3/10/2020,IL,Illinois,Crawford County,19.4%,80.6%,83916.0,0,49233.0,18667,39.0499568,-87.77633329999998,0
County,3/11/2020,IL,Illinois,Crawford County,17.8%,82.2%,74848.0,0,49233.0,18667,39.0499568,-87.77633329999998,0
County,3/12/2020,IL,Illinois,Crawford County,18.39%,81.61%,82003.0,0,49233.0,18667,39.0499568,-87.77633329999998,0
County,3/13/2020,IL,Illinois,Crawford County,17.69%,82.31%,82788.0,0,49233.0,18667,39.0499568,-87.77633329999998,0
County,3/14/2020,IL,Illinois,Crawford County,22.77%,77.23%,67607.0,0,49233.0,18667,39.0499568,-87.77633329999998,0
County,3/15/2020,IL,Illinois,Crawford County,27.35%,72.65%,57169.0,0,49233.0,18667,39.0499568,-87.77633329999998,0
County,3/16/2020,IL,Illinois,Crawford County,22.64%,77.36%,78374.0,0,49233.0,18667,39.0499568,-87.77633329999998,0
County,3/17/2020,IL,Illinois,Crawford County,24.55%,75.45%,70913.0,0,49233.0,18667,39.0499568,-87.77633329999998,0
County,3/18/2020,IL,Illinois,Crawford County,26.96%,73.04%,69495.0,0,49233.0,18667,39.0499568,-87.77633329999998,0
County,3/19/2020,IL,Illinois,Crawford County,24.59%,75.41%,69379.0,0,49233.0,18667,39.0499568,-87.77633329999998,0
County,3/20/2020,IL,Illinois,Crawford County,26.69%,73.31%,79211.0,0,49233.0,18667,39.0499568,-87.77633329999998,0
County,3/21/2020,IL,Illinois,Crawford County,31.82%,68.18%,56830.0,0,49233.0,18667,39.0499568,-87.77633329999998,0
County,3/22/2020,IL,Illinois,Crawford County,33.37%,66.63%,50387.0,0,49233.0,18667,39.0499568,-87.77633329999998,0
County,3/23/2020,IL,Illinois,Crawford County,25.98%,74.02%,66412.0,0,49233.0,18667,39.0499568,-87.77633329999998,0
County,3/24/2020,IL,Illinois,Crawford County,27.34%,72.66%,58704.0,0,49233.0,18667,39.0499568,-87.77633329999998,0
County,3/25/2020,IL,Illinois,Crawford County,26.56%,73.44%,62733.0,0,49233.0,18667,39.0499568,-87.77633329999998,0
County,3/26/2020,IL,Illinois,Crawford County,26.25%,73.75%,66240.0,0,49233.0,18667,39.0499568,-87.77633329999998,0
County,3/27/2020,IL,Illinois,Crawford County,24.83%,75.17%,62600.0,0,49233.0,18667,39.0499568,-87.77633329999998,0
County,3/28/2020,IL,Illinois,Crawford County,29.19%,70.81%,52904.0,0,49233.0,18667,39.0499568,-87.77633329999998,0
County,3/29/2020,IL,Illinois,Crawford County,32.51%,67.49%,45649.0,0,49233.0,18667,39.0499568,-87.77633329999998,0
County,3/30/2020,IL,Illinois,Crawford County,26.61%,73.39%,60807.0,1,49233.0,18667,39.0499568,-87.77633329999998,1
County,3/31/2020,IL,Illinois,Crawford County,27.94%,72.06%,57994.0,1,49233.0,18667,39.0499568,-87.77633329999998,0
County,4/1/2020,IL,Illinois,Crawford County,28.01%,71.99%,56410.0,1,49233.0,18667,39.0499568,-87.77633329999998,0
County,4/2/2020,IL,Illinois,Crawford County,28.56%,71.44%,56015.0,1,49233.0,18667,39.0499568,-87.77633329999998,0
County,4/3/2020,IL,Illinois,Crawford County,25.68%,74.32%,58695.0,1,49233.0,18667,39.0499568,-87.77633329999998,0
County,4/4/2020,IL,Illinois,Crawford County,30.2%,69.8%,49565.0,2,49233.0,18667,39.0499568,-87.77633329999998,1
County,4/5/2020,IL,Illinois,Crawford County,33.06%,66.94%,45090.0,3,49233.0,18667,39.0499568,-87.77633329999998,1
County,4/6/2020,IL,Illinois,Crawford County,26.84%,73.16%,61321.0,4,49233.0,18667,39.0499568,-87.77633329999998,1
County,4/7/2020,IL,Illinois,Crawford County,29.0%,71.0%,66368.0,4,49233.0,18667,39.0499568,-87.77633329999998,0
County,4/8/2020,IL,Illinois,Crawford County,25.18%,74.82%,59749.0,4,49233.0,18667,39.0499568,-87.77633329999998,0
County,4/9/2020,IL,Illinois,Crawford County,29.75%,70.25%,63021.0,4,49233.0,18667,39.0499568,-87.77633329999998,0
County,4/10/2020,IL,Illinois,Crawford County,29.6%,70.4%,61884.0,4,49233.0,18667,39.0499568,-87.77633329999998,0
County,4/11/2020,IL,Illinois,Crawford County,27.87%,72.13%,61928.0,4,49233.0,18667,39.0499568,-87.77633329999998,0
County,4/12/2020,IL,Illinois,Crawford County,33.44%,66.56%,38687.0,4,49233.0,18667,39.0499568,-87.77633329999998,0
County,4/13/2020,IL,Illinois,Crawford County,30.66%,69.34%,57945.0,4,49233.0,18667,39.0499568,-87.77633329999998,0
County,4/14/2020,IL,Illinois,Crawford County,28.05%,71.95%,49989.0,4,49233.0,18667,39.0499568,-87.77633329999998,0
County,4/15/2020,IL,Illinois,Crawford County,25.86%,74.14%,51990.0,4,49233.0,18667,39.0499568,-87.77633329999998,0
County,4/16/2020,IL,Illinois,Crawford County,27.89%,72.11%,50497.0,4,49233.0,18667,39.0499568,-87.77633329999998,0
County,4/17/2020,IL,Illinois,Crawford County,25.72%,74.28%,60538.0,4,49233.0,18667,39.0499568,-87.77633329999998,0
County,4/18/2020,IL,Illinois,Crawford County,29.95%,70.05%,46122.0,4,49233.0,18667,39.0499568,-87.77633329999998,0
County,4/19/2020,IL,Illinois,Crawford County,29.6%,70.4%,36334.0,4,49233.0,18667,39.0499568,-87.77633329999998,0
County,4/20/2020,IL,Illinois,Crawford County,25.52%,74.48%,63450.0,4,49233.0,18667,39.0499568,-87.77633329999998,0
County,4/21/2020,IL,Illinois,Crawford County,26.76%,73.24%,64066.0,7,49233.0,18667,39.0499568,-87.77633329999998,3
County,4/22/2020,IL,Illinois,Crawford County,27.05%,72.95%,70979.0,8,49233.0,18667,39.0499568,-87.77633329999998,1
County,4/23/2020,IL,Illinois,Crawford County,27.54%,72.46%,66393.0,8,49233.0,18667,39.0499568,-87.77633329999998,0
County,4/24/2020,IL,Illinois,Crawford County,26.75%,73.25%,61763.0,8,49233.0,18667,39.0499568,-87.77633329999998,0
County,4/25/2020,IL,Illinois,Crawford County,29.5%,70.5%,54008.0,8,49233.0,18667,39.0499568,-87.77633329999998,0
County,4/26/2020,IL,Illinois,Crawford County,30.88%,69.12%,46355.0,8,49233.0,18667,39.0499568,-87.77633329999998,0
County,4/27/2020,IL,Illinois,Crawford County,25.6%,74.4%,61595.0,8,49233.0,18667,39.0499568,-87.77633329999998,0
County,4/28/2020,IL,Illinois,Crawford County,25.72%,74.28%,60932.0,8,49233.0,18667,39.0499568,-87.77633329999998,0
County,4/29/2020,IL,Illinois,Crawford County,26.61%,73.39%,58422.0,8,49233.0,18667,39.0499568,-87.77633329999998,0
County,4/30/2020,IL,Illinois,Crawford County,25.28%,74.72%,63397.0,8,49233.0,18667,39.0499568,-87.77633329999998,0
County,5/1/2020,IL,Illinois,Crawford County,23.93%,76.07%,61529.0,8,49233.0,18667,39.0499568,-87.77633329999998,0
County,5/2/2020,IL,Illinois,Crawford County,27.46%,72.54%,60300.0,8,49233.0,18667,39.0499568,-87.77633329999998,0
County,5/3/2020,IL,Illinois,Crawford County,29.99%,70.01%,48299.0,8,49233.0,18667,39.0499568,-87.77633329999998,0
County,5/4/2020,IL,Illinois,Crawford County,24.85%,75.15%,62021.0,8,49233.0,18667,39.0499568,-87.77633329999998,0
County,5/5/2020,IL,Illinois,Crawford County,26.21%,73.79%,58496.0,8,49233.0,18667,39.0499568,-87.77633329999998,0
County,5/6/2020,IL,Illinois,Crawford County,24.78%,75.22%,69544.0,10,49233.0,18667,39.0499568,-87.77633329999998,2
County,5/7/2020,IL,Illinois,Crawford County,25.92%,74.08%,63288.0,10,49233.0,18667,39.0499568,-87.77633329999998,0
County,5/8/2020,IL,Illinois,Crawford County,26.56%,73.44%,61819.0,10,49233.0,18667,39.0499568,-87.77633329999998,0
County,5/9/2020,IL,Illinois,Crawford County,25.55%,74.45%,62546.0,10,49233.0,18667,39.0499568,-87.77633329999998,0
County,5/10/2020,IL,Illinois,Crawford County,28.09%,71.91%,51507.0,10,49233.0,18667,39.0499568,-87.77633329999998,0
County,5/11/2020,IL,Illinois,Crawford County,22.71%,77.29%,68791.0,10,49233.0,18667,39.0499568,-87.77633329999998,0
County,5/12/2020,IL,Illinois,Crawford County,23.66%,76.34%,74053.0,11,49233.0,18667,39.0499568,-87.77633329999998,1
County,5/13/2020,IL,Illinois,Crawford County,22.6%,77.4%,67230.0,11,49233.0,18667,39.0499568,-87.77633329999998,0
County,5/14/2020,IL,Illinois,Crawford County,21.75%,78.25%,69047.0,11,49233.0,18667,39.0499568,-87.77633329999998,0
County,5/15/2020,IL,Illinois,Crawford County,20.55%,79.45%,66506.0,11,49233.0,18667,39.0499568,-87.77633329999998,0
County,5/16/2020,IL,Illinois,Crawford County,23.61%,76.39%,66392.0,11,49233.0,18667,39.0499568,-87.77633329999998,0
County,5/17/2020,IL,Illinois,Crawford County,25.26%,74.74%,62732.0,11,49233.0,18667,39.0499568,-87.77633329999998,0
County,5/18/2020,IL,Illinois,Crawford County,21.47%,78.53%,71722.0,11,49233.0,18667,39.0499568,-87.77633329999998,0
County,5/19/2020,IL,Illinois,Crawford County,18.86%,81.14%,73722.0,11,49233.0,18667,39.0499568,-87.77633329999998,0
County,5/20/2020,IL,Illinois,Crawford County,17.72%,82.28%,77985.0,11,49233.0,18667,39.0499568,-87.77633329999998,0
County,5/21/2020,IL,Illinois,Crawford County,18.24%,81.76%,81865.0,11,49233.0,18667,39.0499568,-87.77633329999998,0
County,5/22/2020,IL,Illinois,Crawford County,17.82%,82.18%,84829.0,11,49233.0,18667,39.0499568,-87.77633329999998,0
County,5/23/2020,IL,Illinois,Crawford County,20.9%,79.1%,63705.0,11,49233.0,18667,39.0499568,-87.77633329999998,0
County,5/24/2020,IL,Illinois,Crawford County,22.19%,77.81%,59952.0,11,49233.0,18667,39.0499568,-87.77633329999998,0
County,5/25/2020,IL,Illinois,Crawford County,22.99%,77.01%,61947.0,11,49233.0,18667,39.0499568,-87.77633329999998,0
County,5/26/2020,IL,Illinois,Crawford County,21.98%,78.02%,69088.0,11,49233.0,18667,39.0499568,-87.77633329999998,0
County,5/27/2020,IL,Illinois,Crawford County,20.76%,79.24%,73403.0,11,49233.0,18667,39.0499568,-87.77633329999998,0
County,5/28/2020,IL,Illinois,Crawford County,21.32%,78.68%,69125.0,11,49233.0,18667,39.0499568,-87.77633329999998,0
County,5/29/2020,IL,Illinois,Crawford County,22.91%,77.09%,67735.0,11,49233.0,18667,39.0499568,-87.77633329999998,0
County,5/30/2020,IL,Illinois,Crawford County,23.51%,76.49%,72169.0,11,49233.0,18667,39.0499568,-87.77633329999998,0
County,5/31/2020,IL,Illinois,Crawford County,22.59%,77.41%,64289.0,11,49233.0,18667,39.0499568,-87.77633329999998,0
County,6/1/2020,IL,Illinois,Crawford County,19.21%,80.79%,76243.0,11,49233.0,18667,39.0499568,-87.77633329999998,0
County,6/2/2020,IL,Illinois,Crawford County,21.47%,78.53%,67749.0,11,49233.0,18667,39.0499568,-87.77633329999998,0
County,6/3/2020,IL,Illinois,Crawford County,16.45%,83.55%,81943.0,11,49233.0,18667,39.0499568,-87.77633329999998,0
County,6/4/2020,IL,Illinois,Crawford County,19.48%,80.52%,75948.0,11,49233.0,18667,39.0499568,-87.77633329999998,0
County,6/5/2020,IL,Illinois,Crawford County,19.4%,80.6%,79096.0,11,49233.0,18667,39.0499568,-87.77633329999998,0
County,6/6/2020,IL,Illinois,Crawford County,21.7%,78.3%,70554.0,11,49233.0,18667,39.0499568,-87.77633329999998,0
County,6/7/2020,IL,Illinois,Crawford County,23.33%,76.67%,61872.0,11,49233.0,18667,39.0499568,-87.77633329999998,0
County,6/8/2020,IL,Illinois,Crawford County,18.2%,81.8%,82218.0,11,49233.0,18667,39.0499568,-87.77633329999998,0
County,6/9/2020,IL,Illinois,Crawford County,21.52%,78.48%,69640.0,11,49233.0,18667,39.0499568,-87.77633329999998,0
County,6/10/2020,IL,Illinois,Crawford County,20.03%,79.97%,76783.0,11,49233.0,18667,39.0499568,-87.77633329999998,0
County,6/11/2020,IL,Illinois,Crawford County,18.52%,81.48%,79658.0,11,49233.0,18667,39.0499568,-87.77633329999998,0
County,6/12/2020,IL,Illinois,Crawford County,18.85%,81.15%,80291.0,13,49233.0,18667,39.0499568,-87.77633329999998,2
County,6/13/2020,IL,Illinois,Crawford County,20.85%,79.15%,73197.0,17,49233.0,18667,39.0499568,-87.77633329999998,4
County,6/14/2020,IL,Illinois,Crawford County,24.09%,75.91%,52316.0,17,49233.0,18667,39.0499568,-87.77633329999998,0
County,6/15/2020,IL,Illinois,Crawford County,21.8%,78.2%,72777.0,17,49233.0,18667,39.0499568,-87.77633329999998,0
County,6/16/2020,IL,Illinois,Crawford County,23.52%,76.48%,76928.0,17,49233.0,18667,39.0499568,-87.77633329999998,0
County,6/17/2020,IL,Illinois,Crawford County,19.72%,80.28%,72260.0,17,49233.0,18667,39.0499568,-87.77633329999998,0
County,6/18/2020,IL,Illinois,Crawford County,19.68%,80.32%,75406.0,17,49233.0,18667,39.0499568,-87.77633329999998,0
County,6/19/2020,IL,Illinois,Crawford County,20.39%,79.61%,75892.0,17,49233.0,18667,39.0499568,-87.77633329999998,0
County,6/20/2020,IL,Illinois,Crawford County,21.84%,78.16%,64005.0,17,49233.0,18667,39.0499568,-87.77633329999998,0
County,6/21/2020,IL,Illinois,Crawford County,26.94%,73.06%,53076.0,18,49233.0,18667,39.0499568,-87.77633329999998,1
County,6/22/2020,IL,Illinois,Crawford County,21.74%,78.26%,63438.0,18,49233.0,18667,39.0499568,-87.77633329999998,0
County,6/23/2020,IL,Illinois,Crawford County,23.18%,76.82%,78067.0,18,49233.0,18667,39.0499568,-87.77633329999998,0
County,6/24/2020,IL,Illinois,Crawford County,21.7%,78.3%,68462.0,18,49233.0,18667,39.0499568,-87.77633329999998,0
County,6/25/2020,IL,Illinois,Crawford County,22.29%,77.71%,71227.0,18,49233.0,18667,39.0499568,-87.77633329999998,0
County,6/26/2020,IL,Illinois,Crawford County,21.08%,78.92%,71654.0,18,49233.0,18667,39.0499568,-87.77633329999998,0
County,6/27/2020,IL,Illinois,Crawford County,23.49%,76.51%,61910.0,18,49233.0,18667,39.0499568,-87.77633329999998,0
County,6/28/2020,IL,Illinois,Crawford County,24.15%,75.85%,53942.0,18,49233.0,18667,39.0499568,-87.77633329999998,0
County,6/29/2020,IL,Illinois,Crawford County,21.16%,78.84%,73047.0,18,49233.0,18667,39.0499568,-87.77633329999998,0
County,6/30/2020,IL,Illinois,Crawford County,21.01%,78.99%,73591.0,18,49233.0,18667,39.0499568,-87.77633329999998,0
County,2/1/2020,IL,Illinois,Cook County,22.6%,77.4%,20189291.0,2,62088.0,5150233,41.737658700000004,-87.697554,0
County,2/2/2020,IL,Illinois,Cook County,24.23%,75.77%,18402716.0,2,62088.0,5150233,41.737658700000004,-87.697554,2
County,2/3/2020,IL,Illinois,Cook County,21.55%,78.45%,19643479.0,2,62088.0,5150233,41.737658700000004,-87.697554,0
County,2/4/2020,IL,Illinois,Cook County,21.21%,78.79%,19484415.0,2,62088.0,5150233,41.737658700000004,-87.697554,0
County,2/5/2020,IL,Illinois,Cook County,21.49%,78.51%,19849656.0,2,62088.0,5150233,41.737658700000004,-87.697554,0
County,2/6/2020,IL,Illinois,Cook County,21.59%,78.41%,19988139.0,2,62088.0,5150233,41.737658700000004,-87.697554,0
County,2/7/2020,IL,Illinois,Cook County,20.68%,79.32%,21236759.0,2,62088.0,5150233,41.737658700000004,-87.697554,0
County,2/8/2020,IL,Illinois,Cook County,22.81%,77.19%,19781049.0,2,62088.0,5150233,41.737658700000004,-87.697554,0
County,2/9/2020,IL,Illinois,Cook County,28.51%,71.49%,16525626.0,2,62088.0,5150233,41.737658700000004,-87.697554,0
County,2/10/2020,IL,Illinois,Cook County,21.69%,78.31%,20500348.0,2,62088.0,5150233,41.737658700000004,-87.697554,0
County,2/11/2020,IL,Illinois,Cook County,20.15%,79.85%,20801909.0,2,62088.0,5150233,41.737658700000004,-87.697554,0
County,2/12/2020,IL,Illinois,Cook County,21.15%,78.85%,20995971.0,2,62088.0,5150233,41.737658700000004,-87.697554,0
County,2/13/2020,IL,Illinois,Cook County,21.43%,78.57%,20592283.0,2,62088.0,5150233,41.737658700000004,-87.697554,0
County,2/14/2020,IL,Illinois,Cook County,21.11%,78.89%,22600860.0,2,62088.0,5150233,41.737658700000004,-87.697554,0
County,2/15/2020,IL,Illinois,Cook County,23.41%,76.59%,21226837.0,2,62088.0,5150233,41.737658700000004,-87.697554,0
County,2/16/2020,IL,Illinois,Cook County,25.36%,74.64%,19225367.0,2,62088.0,5150233,41.737658700000004,-87.697554,0
County,2/17/2020,IL,Illinois,Cook County,29.93%,70.07%,16564377.0,2,62088.0,5150233,41.737658700000004,-87.697554,0
County,2/18/2020,IL,Illinois,Cook County,21.9%,78.1%,21050990.0,2,62088.0,5150233,41.737658700000004,-87.697554,0
County,2/19/2020,IL,Illinois,Cook County,20.75%,79.25%,21440370.0,2,62088.0,5150233,41.737658700000004,-87.697554,0
County,2/20/2020,IL,Illinois,Cook County,21.31%,78.69%,21027806.0,2,62088.0,5150233,41.737658700000004,-87.697554,0
County,2/21/2020,IL,Illinois,Cook County,21.13%,78.87%,22491485.0,2,62088.0,5150233,41.737658700000004,-87.697554,0
County,2/22/2020,IL,Illinois,Cook County,20.36%,79.64%,22235564.0,2,62088.0,5150233,41.737658700000004,-87.697554,0
County,2/23/2020,IL,Illinois,Cook County,24.69%,75.31%,19895294.0,2,62088.0,5150233,41.737658700000004,-87.697554,0
County,2/24/2020,IL,Illinois,Cook County,22.8%,77.2%,21018547.0,2,62088.0,5150233,41.737658700000004,-87.697554,0
County,2/25/2020,IL,Illinois,Cook County,20.77%,79.23%,21250570.0,2,62088.0,5150233,41.737658700000004,-87.697554,0
County,2/26/2020,IL,Illinois,Cook County,19.84%,80.16%,21023962.0,2,62088.0,5150233,41.737658700000004,-87.697554,0
County,2/27/2020,IL,Illinois,Cook County,20.95%,79.05%,21631468.0,2,62088.0,5150233,41.737658700000004,-87.697554,0
County,2/28/2020,IL,Illinois,Cook County,20.4%,79.6%,23292142.0,2,62088.0,5150233,41.737658700000004,-87.697554,0
County,2/29/2020,IL,Illinois,Cook County,21.85%,78.15%,23183751.0,2,62088.0,5150233,41.737658700000004,-87.697554,0
County,3/1/2020,IL,Illinois,Cook County,23.25%,76.75%,19865473.0,3,62088.0,5150233,41.737658700000004,-87.697554,1
County,3/2/2020,IL,Illinois,Cook County,21.56%,78.44%,20755705.0,4,62088.0,5150233,41.737658700000004,-87.697554,1
County,3/3/2020,IL,Illinois,Cook County,19.89%,80.11%,20671760.0,4,62088.0,5150233,41.737658700000004,-87.697554,0
County,3/4/2020,IL,Illinois,Cook County,20.13%,79.87%,21041641.0,4,62088.0,5150233,41.737658700000004,-87.697554,0
County,3/5/2020,IL,Illinois,Cook County,18.71%,81.29%,20711821.0,5,62088.0,5150233,41.737658700000004,-87.697554,1
County,3/6/2020,IL,Illinois,Cook County,19.07%,80.93%,21553426.0,5,62088.0,5150233,41.737658700000004,-87.697554,0
County,3/7/2020,IL,Illinois,Cook County,20.3%,79.7%,22099603.0,6,62088.0,5150233,41.737658700000004,-87.697554,1
County,3/8/2020,IL,Illinois,Cook County,23.0%,77.0%,19524442.0,7,62088.0,5150233,41.737658700000004,-87.697554,1
County,3/9/2020,IL,Illinois,Cook County,20.92%,79.08%,19919507.0,11,62088.0,5150233,41.737658700000004,-87.697554,4
County,3/10/2020,IL,Illinois,Cook County,20.43%,79.57%,20146310.0,17,62088.0,5150233,41.737658700000004,-87.697554,6
County,3/11/2020,IL,Illinois,Cook County,19.71%,80.29%,20834623.0,22,62088.0,5150233,41.737658700000004,-87.697554,5
County,3/12/2020,IL,Illinois,Cook County,20.57%,79.43%,20830620.0,27,62088.0,5150233,41.737658700000004,-87.697554,5
County,3/13/2020,IL,Illinois,Cook County,20.27%,79.73%,22637347.0,40,62088.0,5150233,41.737658700000004,-87.697554,13
County,3/14/2020,IL,Illinois,Cook County,24.62%,75.38%,20354307.0,51,62088.0,5150233,41.737658700000004,-87.697554,11
County,3/15/2020,IL,Illinois,Cook County,28.91%,71.09%,17385898.0,51,62088.0,5150233,41.737658700000004,-87.697554,0
County,3/16/2020,IL,Illinois,Cook County,25.45%,74.55%,19023972.0,77,62088.0,5150233,41.737658700000004,-87.697554,26
County,3/17/2020,IL,Illinois,Cook County,28.49%,71.51%,18231500.0,107,62088.0,5150233,41.737658700000004,-87.697554,30
County,3/18/2020,IL,Illinois,Cook County,31.16%,68.84%,16787728.0,178,62088.0,5150233,41.737658700000004,-87.697554,71
County,3/19/2020,IL,Illinois,Cook County,31.37%,68.63%,16802051.0,278,62088.0,5150233,41.737658700000004,-87.697554,100
County,3/20/2020,IL,Illinois,Cook County,31.73%,68.27%,17195363.0,411,62088.0,5150233,41.737658700000004,-87.697554,133
County,3/21/2020,IL,Illinois,Cook County,34.46%,65.54%,15841262.0,548,62088.0,5150233,41.737658700000004,-87.697554,137
County,3/22/2020,IL,Illinois,Cook County,35.62%,64.38%,11950830.0,805,62088.0,5150233,41.737658700000004,-87.697554,257
County,3/23/2020,IL,Illinois,Cook County,31.58%,68.42%,13648097.0,922,62088.0,5150233,41.737658700000004,-87.697554,117
