GEO_ID,NAME,B19013_001E,B19013_001M
id,Geographic Area Name,Estimate!!Median household income in the past 12 months (in 2018 inflation-adjusted dollars),Margin of Error!!Median household income in the past 12 months (in 2018 inflation-adjusted dollars)
0500000US48337,"Montague County, Texas",51774,1743
0500000US19185,"Wayne County, Iowa",45017,3254
0500000US26007,"Alpena County, Michigan",41991,1451
0500000US08005,"Arapahoe County, Colorado",73925,902
0500000US17129,"Menard County, Illinois",69102,5243
0500000US18005,"Bartholomew County, Indiana",59045,2696
0500000US13285,"Troup County, Georgia",43850,2033
0500000US18019,"Clark County, Indiana",54240,1189
0500000US05145,"White County, Arkansas",43822,2407
0500000US54023,"Grant County, West Virginia",41071,4183
0500000US48109,"Culberson County, Texas",33417,11126
0500000US42099,"Perry County, Pennsylvania",62266,1895
0500000US54057,"Mineral County, West Virginia",46354,2927
0500000US45063,"Lexington County, South Carolina",59593,1213
0500000US39057,"Greene County, Ohio",67109,1554
0500000US46119,"Sully County, South Dakota",64028,10399
0500000US55029,"Door County, Wisconsin",58287,1960
0500000US38015,"Burleigh County, North Dakota",69719,2310
0500000US30081,"Ravalli County, Montana",48930,4054
0500000US36057,"Montgomery County, New York",45837,2770
0500000US20101,"Lane County, Kansas",51719,11522
0500000US45005,"Allendale County, South Carolina",24560,2977
0500000US18175,"Washington County, Indiana",47078,3538
0500000US31015,"Boyd County, Nebraska",50729,6317
0500000US32007,"Elko County, Nevada",77209,3819
0500000US19065,"Fayette County, Iowa",50015,1852
0500000US22049,"Jackson Parish, Louisiana",38523,4546
0500000US72149,"Villalba Municipio, Puerto Rico",19855,1503
0500000US46099,"Minnehaha County, South Dakota",60028,1314
0500000US20063,"Gove County, Kansas",48894,3918
0500000US24025,"Harford County, Maryland",85942,1584
0500000US45067,"Marion County, South Carolina",33046,3009
0500000US37193,"Wilkes County, North Carolina",40829,2647
0500000US06005,"Amador County, California",61198,3241
0500000US38069,"Pierce County, North Dakota",48802,10837
0500000US23011,"Kennebec County, Maine",52929,1484
0500000US32017,"Lincoln County, Nevada",56414,5769
0500000US12101,"Pasco County, Florida",50417,868
0500000US46067,"Hutchinson County, South Dakota",54868,2971
0500000US21199,"Pulaski County, Kentucky",37921,2782
0500000US26021,"Berrien County, Michigan",49135,1239
0500000US29029,"Camden County, Missouri",52087,2729
0500000US29111,"Lewis County, Missouri",47764,3634
0500000US48263,"Kent County, Texas",45926,9347
0500000US51820,"Waynesboro city, Virginia",45738,4299
0500000US51510,"Alexandria city, Virginia",96733,1933
0500000US19161,"Sac County, Iowa",54958,2418
0500000US13129,"Gordon County, Georgia",44313,2530
0500000US17193,"White County, Illinois",47773,3108
0500000US30061,"Mineral County, Montana",41905,4793
0500000US05071,"Johnson County, Arkansas",37170,1845
0500000US13195,"Madison County, Georgia",51701,3311
0500000US20149,"Pottawatomie County, Kansas",64657,4688
0500000US28035,"Forrest County, Mississippi",40675,2552
0500000US12005,"Bay County, Florida",51829,1358
0500000US16077,"Power County, Idaho",49985,8926
0500000US29117,"Livingston County, Missouri",47885,2903
0500000US39145,"Scioto County, Ohio",39731,1594
0500000US31079,"Hall County, Nebraska",54742,1656
0500000US36119,"Westchester County, New York",92758,1422
0500000US28135,"Tallahatchie County, Mississippi",30028,2097
0500000US50021,"Rutland County, Vermont",54973,1754
0500000US54055,"Mercer County, West Virginia",39372,2773
0500000US16009,"Benewah County, Idaho",46507,4248
0500000US27095,"Mille Lacs County, Minnesota",53888,2167
0500000US32013,"Humboldt County, Nevada",70373,7457
0500000US05141,"Van Buren County, Arkansas",36897,2259
0500000US41007,"Clatsop County, Oregon",52583,2663
0500000US48327,"Menard County, Texas",40606,9606
0500000US45023,"Chester County, South Carolina",40080,3797
0500000US16027,"Canyon County, Idaho",49143,1598
0500000US19079,"Hamilton County, Iowa",56273,2351
0500000US45069,"Marlboro County, South Carolina",34203,2307
0500000US39117,"Morrow County, Ohio",56010,3135
0500000US48323,"Maverick County, Texas",38035,2789
0500000US12047,"Hamilton County, Florida",34583,5887
0500000US30057,"Madison County, Montana",50247,4421
0500000US36069,"Ontario County, New York",63359,1753
0500000US21181,"Nicholas County, Kentucky",41354,6933
0500000US29145,"Newton County, Missouri",49023,1902
0500000US48301,"Loving County, Texas",81875,46475
0500000US28047,"Harrison County, Mississippi",45566,1360
0500000US56007,"Carbon County, Wyoming",60206,5264
0500000US17029,"Coles County, Illinois",44071,3008
0500000US48485,"Wichita County, Texas",46575,1427
0500000US20183,"Smith County, Kansas",43438,4159
0500000US40003,"Alfalfa County, Oklahoma",59569,3294
0500000US51179,"Stafford County, Virginia",106773,3208
0500000US37113,"Macon County, North Carolina",43597,1595
0500000US51037,"Charlotte County, Virginia",39212,2751
0500000US46093,"Meade County, South Dakota",59218,3940
0500000US13235,"Pulaski County, Georgia",38770,3756
0500000US29225,"Webster County, Missouri",47421,2595
0500000US55107,"Rusk County, Wisconsin",44302,2366
0500000US20049,"Elk County, Kansas",38494,2496
0500000US28107,"Panola County, Mississippi",36563,2215
0500000US28149,"Warren County, Mississippi",43039,2656
0500000US27091,"Martin County, Minnesota",53915,4255
0500000US18159,"Tipton County, Indiana",55479,2947
0500000US22079,"Rapides Parish, Louisiana",44852,1596
0500000US51630,"Fredericksburg city, Virginia",63274,7136
0500000US72023,"Cabo Rojo Municipio, Puerto Rico",16080,942
0500000US09001,"Fairfield County, Connecticut",92969,1158
0500000US19097,"Jackson County, Iowa",54070,3123
0500000US05097,"Montgomery County, Arkansas",37855,4283
0500000US48433,"Stonewall County, Texas",48000,15538
0500000US13253,"Seminole County, Georgia",34338,2976
0500000US45037,"Edgefield County, South Carolina",49200,3629
0500000US46115,"Spink County, South Dakota",52729,2451
0500000US36029,"Erie County, New York",55673,604
0500000US40141,"Tillman County, Oklahoma",40462,2611
0500000US41067,"Washington County, Oregon",78010,1086
0500000US41049,"Morrow County, Oregon",55440,4735
0500000US47187,"Williamson County, Tennessee",109026,2935
0500000US17071,"Henderson County, Illinois",52712,3262
0500000US28079,"Leake County, Mississippi",33482,4567
0500000US29045,"Clark County, Missouri",47955,3200
0500000US54033,"Harrison County, West Virginia",50433,2080
0500000US47103,"Lincoln County, Tennessee",45736,3682
0500000US06115,"Yuba County, California",52624,2827
0500000US51191,"Washington County, Virginia",46262,1583
0500000US39123,"Ottawa County, Ohio",57918,2484
0500000US47041,"DeKalb County, Tennessee",44134,3591
0500000US17191,"Wayne County, Illinois",49764,2309
0500000US12131,"Walton County, Florida",53785,2765
0500000US36049,"Lewis County, New York",52380,1891
0500000US22053,"Jefferson Davis Parish, Louisiana",39653,2929
0500000US29223,"Wayne County, Missouri",34391,2705
0500000US08113,"San Miguel County, Colorado",64478,4771
0500000US06017,"El Dorado County, California",80582,2117
0500000US55137,"Waushara County, Wisconsin",51195,1316
0500000US47123,"Monroe County, Tennessee",38327,2549
0500000US17137,"Morgan County, Illinois",48508,2722
0500000US48277,"Lamar County, Texas",43562,2785
0500000US29149,"Oregon County, Missouri",32534,3569
0500000US55111,"Sauk County, Wisconsin",56732,1108
0500000US48189,"Hale County, Texas",47080,2713
0500000US21025,"Breathitt County, Kentucky",26376,2403
0500000US41047,"Marion County, Oregon",56097,1191
0500000US23013,"Knox County, Maine",55402,1899
0500000US36107,"Tioga County, New York",60736,1624
0500000US56001,"Albany County, Wyoming",46865,2174
0500000US46013,"Brown County, South Dakota",56455,2862
0500000US22007,"Assumption Parish, Louisiana",44744,6150
0500000US13025,"Brantley County, Georgia",37031,4019
0500000US29097,"Jasper County, Missouri",46929,1601
0500000US30091,"Sheridan County, Montana",54321,5151
0500000US26145,"Saginaw County, Michigan",46919,752
0500000US13245,"Richmond County, Georgia",40644,1033
0500000US08091,"Ouray County, Colorado",62230,7410
0500000US13131,"Grady County, Georgia",42348,4301
0500000US55005,"Barron County, Wisconsin",50903,1817
0500000US25003,"Berkshire County, Massachusetts",56674,1559
0500000US18059,"Hancock County, Indiana",73142,2186
0500000US06077,"San Joaquin County, California",61145,1022
0500000US31063,"Frontier County, Nebraska",51855,3574
0500000US30099,"Teton County, Montana",51862,4299
0500000US54037,"Jefferson County, West Virginia",76503,3712
0500000US31091,"Hooker County, Nebraska",39115,5706
0500000US37065,"Edgecombe County, North Carolina",35516,2473
0500000US40153,"Woodward County, Oklahoma",58706,3782
0500000US18135,"Randolph County, Indiana",45601,1885
0500000US55135,"Waupaca County, Wisconsin",57680,2010
0500000US48475,"Ward County, Texas",64630,7127
0500000US08007,"Archuleta County, Colorado",50753,5030
0500000US53071,"Walla Walla County, Washington",56533,3168
0500000US39033,"Crawford County, Ohio",42892,1604
0500000US29121,"Macon County, Missouri",40007,2031
0500000US05017,"Chicot County, Arkansas",33051,2405
0500000US05149,"Yell County, Arkansas",42361,2804
0500000US38017,"Cass County, North Dakota",62031,2342
0500000US48103,"Crane County, Texas",70398,9716
0500000US72071,"Isabela Municipio, Puerto Rico",16748,1313
0500000US22089,"St. Charles Parish, Louisiana",66620,2567
0500000US26015,"Barry County, Michigan",61016,2228
0500000US12061,"Indian River County, Florida",52336,1202
0500000US05121,"Randolph County, Arkansas",36870,2599
0500000US19119,"Lyon County, Iowa",64352,2639
0500000US27099,"Mower County, Minnesota",53665,3302
0500000US41019,"Douglas County, Oregon",45812,1303
0500000US46021,"Campbell County, South Dakota",52500,6952
0500000US06101,"Sutter County, California",56955,2206
0500000US09013,"Tolland County, Connecticut",84916,1844
0500000US18023,"Clinton County, Indiana",52488,2916
0500000US37047,"Columbus County, North Carolina",36398,1624
0500000US56011,"Crook County, Wyoming",64055,6603
0500000US48217,"Hill County, Texas",48823,2959
0500000US19187,"Webster County, Iowa",44261,2199
0500000US06079,"San Luis Obispo County, California",70699,1500
0500000US17045,"Edgar County, Illinois",51109,4048
0500000US26165,"Wexford County, Michigan",44166,1397
0500000US46087,"McCook County, South Dakota",62234,3262
0500000US53077,"Yakima County, Washington",49871,1159
0500000US27119,"Polk County, Minnesota",57151,2019
0500000US47169,"Trousdale County, Tennessee",52864,10817
0500000US24017,"Charles County, Maryland",95924,2651
0500000US17017,"Cass County, Illinois",51997,2526
0500000US18033,"DeKalb County, Indiana",53808,2076
0500000US72145,"Vega Baja Municipio, Puerto Rico",19096,1063
0500000US01041,"Crenshaw County, Alabama",39812,2817
0500000US27039,"Dodge County, Minnesota",71669,2966
0500000US54029,"Hancock County, West Virginia",45580,2306
0500000US51077,"Grayson County, Virginia",33969,2345
0500000US17113,"McLean County, Illinois",65813,1540
0500000US48155,"Foard County, Texas",46354,8925
0500000US12103,"Pinellas County, Florida",51454,539
0500000US47071,"Hardin County, Tennessee",39798,1997
0500000US21175,"Morgan County, Kentucky",34419,2504
0500000US17047,"Edwards County, Illinois",49766,2324
0500000US37045,"Cleveland County, North Carolina",40393,1428
0500000US36075,"Oswego County, New York",53597,1386
0500000US54021,"Gilmer County, West Virginia",35810,5509
0500000US13231,"Pike County, Georgia",58765,4618
0500000US55011,"Buffalo County, Wisconsin",57134,1499
0500000US16035,"Clearwater County, Idaho",42348,3200
0500000US55053,"Jackson County, Wisconsin",52984,2972
0500000US13213,"Murray County, Georgia",45238,3943
0500000US51069,"Frederick County, Virginia",73250,2263
0500000US54031,"Hardy County, West Virginia",47186,5626
0500000US72153,"Yauco Municipio, Puerto Rico",14954,1048
0500000US46055,"Haakon County, South Dakota",37420,3893
0500000US20039,"Decatur County, Kansas",44104,4161
0500000US41011,"Coos County, Oregon",43308,1940
0500000US21095,"Harlan County, Kentucky",26324,1943
0500000US01031,"Coffee County, Alabama",53155,2474
0500000US09003,"Hartford County, Connecticut",72321,966
0500000US37195,"Wilson County, North Carolina",42850,1379
0500000US51670,"Hopewell city, Virginia",40497,3873
0500000US42017,"Bucks County, Pennsylvania",86055,1084
0500000US21223,"Trimble County, Kentucky",47470,7965
0500000US36067,"Onondaga County, New York",59225,834
0500000US40057,"Harmon County, Oklahoma",41607,5454
0500000US51015,"Augusta County, Virginia",61305,1784
0500000US39013,"Belmont County, Ohio",49361,2020
0500000US55087,"Outagamie County, Wisconsin",63536,1155
0500000US29181,"Ripley County, Missouri",33343,4516
0500000US37111,"McDowell County, North Carolina",40913,1929
0500000US47025,"Claiborne County, Tennessee",36077,2596
0500000US31089,"Holt County, Nebraska",57468,4199
0500000US13305,"Wayne County, Georgia",44869,3467
0500000US50005,"Caledonia County, Vermont",49348,1842
0500000US45031,"Darlington County, South Carolina",36254,2153
0500000US29007,"Audrain County, Missouri",43761,1422
0500000US37161,"Rutherford County, North Carolina",40347,2043
0500000US38095,"Towner County, North Dakota",53696,5581
0500000US31083,"Harlan County, Nebraska",50344,4093
0500000US05069,"Jefferson County, Arkansas",38289,2040
0500000US22123,"West Carroll Parish, Louisiana",36528,5377
0500000US22059,"LaSalle Parish, Louisiana",36868,3549
0500000US37069,"Franklin County, North Carolina",53175,2666
0500000US55101,"Racine County, Wisconsin",59749,1011
0500000US13087,"Decatur County, Georgia",39148,2377
0500000US18083,"Knox County, Indiana",46457,2124
0500000US48445,"Terry County, Texas",44975,5820
0500000US21069,"Fleming County, Kentucky",42213,3319
0500000US12071,"Lee County, Florida",54691,759
0500000US31021,"Burt County, Nebraska",51482,3226
0500000US46081,"Lawrence County, South Dakota",52245,3466
0500000US25025,"Suffolk County, Massachusetts",64582,805
0500000US48245,"Jefferson County, Texas",48463,1193
0500000US21059,"Daviess County, Kentucky",49836,2043
0500000US28109,"Pearl River County, Mississippi",45820,4345
0500000US42035,"Clinton County, Pennsylvania",49234,1685
0500000US31075,"Grant County, Nebraska",39479,11997
0500000US39149,"Shelby County, Ohio",61042,2368
0500000US40019,"Carter County, Oklahoma",49216,1550
0500000US49011,"Davis County, Utah",79690,1201
0500000US01057,"Fayette County, Alabama",37458,3109
0500000US29073,"Gasconade County, Missouri",53439,2848
0500000US13017,"Ben Hill County, Georgia",32705,2957
0500000US12015,"Charlotte County, Florida",49225,979
0500000US27059,"Isanti County, Minnesota",72473,2763
0500000US48291,"Liberty County, Texas",49850,2666
0500000US51840,"Winchester city, Virginia",53797,4115
0500000US01081,"Lee County, Alabama",48056,1506
0500000US04005,"Coconino County, Arizona",57616,1629
0500000US40123,"Pontotoc County, Oklahoma",49235,1957
0500000US51023,"Botetourt County, Virginia",68410,3438
0500000US08063,"Kit Carson County, Colorado",51046,4399
0500000US37095,"Hyde County, North Carolina",45466,10722
0500000US05037,"Cross County, Arkansas",43838,3033
0500000US38079,"Rolette County, North Dakota",39884,2915
0500000US21225,"Union County, Kentucky",42844,3234
0500000US01095,"Marshall County, Alabama",42490,1703
0500000US23017,"Oxford County, Maine",47275,1817
0500000US51009,"Amherst County, Virginia",49170,3347
0500000US29143,"New Madrid County, Missouri",35399,2113
0500000US31093,"Howard County, Nebraska",54399,3931
0500000US48239,"Jackson County, Texas",60276,5630
0500000US20155,"Reno County, Kansas",49174,1352
0500000US50015,"Lamoille County, Vermont",60365,3915
0500000US46043,"Douglas County, South Dakota",57419,6781
0500000US16003,"Adams County, Idaho",45319,4203
0500000US20115,"Marion County, Kansas",51262,3013
0500000US29035,"Carter County, Missouri",39415,6750
0500000US40099,"Murray County, Oklahoma",51490,2683
0500000US22093,"St. James Parish, Louisiana",50661,3298
0500000US48199,"Hardin County, Texas",59105,3317
0500000US51171,"Shenandoah County, Virginia",54921,3008
0500000US19083,"Hardin County, Iowa",53872,2095
0500000US35057,"Torrance County, New Mexico",37218,4750
0500000US22035,"East Carroll Parish, Louisiana",21161,2639
0500000US51085,"Hanover County, Virginia",88652,2596
0500000US13263,"Talbot County, Georgia",36213,3428
0500000US21085,"Grayson County, Kentucky",37906,2615
0500000US19005,"Allamakee County, Iowa",51057,4814
0500000US28069,"Kemper County, Mississippi",28176,4952
0500000US26115,"Monroe County, Michigan",61514,1239
0500000US47021,"Cheatham County, Tennessee",58641,3170
0500000US53003,"Asotin County, Washington",50423,2558
0500000US21103,"Henry County, Kentucky",51447,3174
0500000US21015,"Boone County, Kentucky",75043,2354
0500000US20193,"Thomas County, Kansas",57478,4452
0500000US18093,"Lawrence County, Indiana",52092,2964
0500000US54089,"Summers County, West Virginia",36049,2066
0500000US05043,"Drew County, Arkansas",43014,6583
0500000US48253,"Jones County, Texas",45694,5639
0500000US20073,"Greenwood County, Kansas",42595,2875
0500000US37181,"Vance County, North Carolina",37282,2841
0500000US40051,"Grady County, Oklahoma",58177,2037
0500000US18131,"Pulaski County, Indiana",48370,3970
0500000US40147,"Washington County, Oklahoma",52103,2180
0500000US29217,"Vernon County, Missouri",43379,2303
0500000US39083,"Knox County, Ohio",55131,1985
0500000US39021,"Champaign County, Ohio",57103,2180
0500000US20145,"Pawnee County, Kansas",42853,5011
0500000US31123,"Morrill County, Nebraska",45121,2922
0500000US38085,"Sioux County, North Dakota",40862,3441
0500000US18111,"Newton County, Indiana",53146,3168
0500000US47001,"Anderson County, Tennessee",49376,2492
0500000US21019,"Boyd County, Kentucky",46165,3160
0500000US47065,"Hamilton County, Tennessee",53035,949
0500000US36081,"Queens County, New York",64987,663
0500000US18025,"Crawford County, Indiana",43875,4851
0500000US51161,"Roanoke County, Virginia",65467,2229
0500000US05047,"Franklin County, Arkansas",39463,2378
0500000US48005,"Angelina County, Texas",47714,1985
0500000US13019,"Berrien County, Georgia",37163,3951
0500000US40023,"Choctaw County, Oklahoma",32129,1972
0500000US42095,"Northampton County, Pennsylvania",67565,1341
0500000US21235,"Whitley County, Kentucky",36897,3985
0500000US19035,"Cherokee County, Iowa",54658,3742
0500000US21139,"Livingston County, Kentucky",46076,6476
0500000US47031,"Coffee County, Tennessee",47998,2188
0500000US29205,"Shelby County, Missouri",44051,3425
0500000US72091,"Manat� Municipio, Puerto Rico",19459,2072
0500000US21161,"Mason County, Kentucky",41415,5350
0500000US27077,"Lake of the Woods County, Minnesota",49068,2315
0500000US55043,"Grant County, Wisconsin",52958,1330
0500000US72127,"San Juan Municipio, Puerto Rico",22146,699
0500000US26103,"Marquette County, Michigan",50771,1421
0500000US47037,"Davidson County, Tennessee",56507,855
0500000US27065,"Kanabec County, Minnesota",53300,1935
0500000US19011,"Benton County, Iowa",65475,2555
0500000US51640,"Galax city, Virginia",31938,3916
0500000US18103,"Miami County, Indiana",47460,2030
0500000US21229,"Washington County, Kentucky",50794,4343
0500000US18081,"Johnson County, Indiana",68712,2115
0500000US37175,"Transylvania County, North Carolina",46629,3483
0500000US27171,"Wright County, Minnesota",81881,2235
0500000US22125,"West Feliciana Parish, Louisiana",55510,4719
0500000US01115,"St. Clair County, Alabama",54887,2057
0500000US55059,"Kenosha County, Wisconsin",60929,1528
0500000US72001,"Adjuntas Municipio, Puerto Rico",12902,1027
0500000US55078,"Menominee County, Wisconsin",43872,4909
0500000US27129,"Renville County, Minnesota",57886,2870
0500000US34037,"Sussex County, New Jersey",90520,2106
0500000US35025,"Lea County, New Mexico",59797,2304
0500000US47059,"Greene County, Tennessee",40138,1831
0500000US48421,"Sherman County, Texas",56576,5943
0500000US20075,"Hamilton County, Kansas",45000,8976
0500000US55097,"Portage County, Wisconsin",57368,1929
0500000US26043,"Dickinson County, Michigan",48966,2135
0500000US13133,"Greene County, Georgia",49755,3969
0500000US39041,"Delaware County, Ohio",104322,2210
0500000US18097,"Marion County, Indiana",46692,604
0500000US30053,"Lincoln County, Montana",38287,2737
0500000US51169,"Scott County, Virginia",39144,2488
0500000US42109,"Snyder County, Pennsylvania",57638,2133
0500000US41063,"Wallowa County, Oregon",44953,5028
0500000US48331,"Milam County, Texas",47081,4092
0500000US54109,"Wyoming County, West Virginia",40045,3596
0500000US48375,"Potter County, Texas",43157,1520
0500000US54069,"Ohio County, West Virginia",48418,2166
0500000US01015,"Calhoun County, Alabama",45197,1578
0500000US48197,"Hardeman County, Texas",42238,10049
0500000US55009,"Brown County, Wisconsin",59963,1393
0500000US49043,"Summit County, Utah",100453,5764
0500000US51117,"Mecklenburg County, Virginia",42025,2464
0500000US18137,"Ripley County, Indiana",56295,2366
0500000US41051,"Multnomah County, Oregon",64337,779
0500000US29075,"Gentry County, Missouri",42689,5068
0500000US05005,"Baxter County, Arkansas",41481,1723
0500000US53039,"Klickitat County, Washington",54056,3710
0500000US72123,"Salinas Municipio, Puerto Rico",16887,1447
0500000US20041,"Dickinson County, Kansas",48167,3545
0500000US29163,"Pike County, Missouri",45753,3044
0500000US19007,"Appanoose County, Iowa",41111,2506
0500000US06065,"Riverside County, California",63948,454
0500000US19141,"O'Brien County, Iowa",53045,2564
0500000US39097,"Madison County, Ohio",65264,1891
0500000US37083,"Halifax County, North Carolina",34251,1435
0500000US27115,"Pine County, Minnesota",49138,1671
0500000US45045,"Greenville County, South Carolina",56789,874
0500000US19107,"Keokuk County, Iowa",51043,2573
0500000US48119,"Delta County, Texas",46138,5456
0500000US38039,"Griggs County, North Dakota",52794,4901
0500000US20123,"Mitchell County, Kansas",45221,4006
0500000US02060,"Bristol Bay Borough, Alaska",84688,10676
0500000US42021,"Cambria County, Pennsylvania",45901,1074
0500000US48359,"Oldham County, Texas",63315,5160
0500000US37173,"Swain County, North Carolina",36773,2227
0500000US39089,"Licking County, Ohio",62715,2014
0500000US12011,"Broward County, Florida",57333,578
0500000US27029,"Clearwater County, Minnesota",46291,1989
0500000US28043,"Grenada County, Mississippi",36877,3654
0500000US28077,"Lawrence County, Mississippi",42290,5007
0500000US51097,"King and Queen County, Virginia",54516,7231
0500000US13065,"Clinch County, Georgia",25236,7550
0500000US51600,"Fairfax city, Virginia",111574,7598
0500000US29103,"Knox County, Missouri",40383,3536
0500000US17081,"Jefferson County, Illinois",47617,2804
0500000US51830,"Williamsburg city, Virginia",56163,6110
0500000US56033,"Sheridan County, Wyoming",58521,2598
0500000US45075,"Orangeburg County, South Carolina",36188,1604
0500000US13137,"Habersham County, Georgia",49140,2426
0500000US53061,"Snohomish County, Washington",82751,856
0500000US48347,"Nacogdoches County, Texas",43598,2009
0500000US13209,"Montgomery County, Georgia",40728,3459
0500000US31029,"Chase County, Nebraska",55833,4003
0500000US48075,"Childress County, Texas",40794,7345
0500000US08079,"Mineral County, Colorado",61058,4934
0500000US29123,"Madison County, Missouri",41322,3013
0500000US54015,"Clay County, West Virginia",35875,4142
0500000US39091,"Logan County, Ohio",55150,1796
0500000US56003,"Big Horn County, Wyoming",53435,2844
0500000US18125,"Pike County, Indiana",52527,2812
0500000US22027,"Claiborne Parish, Louisiana",27303,2774
0500000US48285,"Lavaca County, Texas",53021,3540
0500000US29027,"Callaway County, Missouri",55376,2645
0500000US06049,"Modoc County, California",45149,5555
0500000US18145,"Shelby County, Indiana",59214,3320
0500000US53053,"Pierce County, Washington",67868,839
0500000US27137,"St. Louis County, Minnesota",53344,811
0500000US05007,"Benton County, Arkansas",64141,973
0500000US42071,"Lancaster County, Pennsylvania",63823,643
0500000US08023,"Costilla County, Colorado",30593,3298
0500000US22057,"Lafourche Parish, Louisiana",53089,1955
0500000US72049,"Culebra Municipio, Puerto Rico",23802,4314
0500000US42083,"McKean County, Pennsylvania",46953,1217
0500000US47015,"Cannon County, Tennessee",49523,4040
0500000US21051,"Clay County, Kentucky",26250,3399
0500000US13297,"Walton County, Georgia",58370,2355
0500000US36099,"Seneca County, New York",54695,2055
0500000US06097,"Sonoma County, California",76753,1039
0500000US38071,"Ramsey County, North Dakota",57313,4762
0500000US48049,"Brown County, Texas",45457,2375
0500000US48177,"Gonzales County, Texas",53006,3721
0500000US38031,"Foster County, North Dakota",60613,5052
0500000US30095,"Stillwater County, Montana",63785,4012
0500000US36023,"Cortland County, New York",54489,1872
0500000US72097,"Mayag�ez Municipio, Puerto Rico",14120,770
0500000US13049,"Charlton County, Georgia",40283,4312
0500000US05123,"St. Francis County, Arkansas",35356,2573
0500000US12031,"Duval County, Florida",53473,609
0500000US30049,"Lewis and Clark County, Montana",62130,1850
0500000US29039,"Cedar County, Missouri",39412,2797
0500000US02164,"Lake and Peninsula Borough, Alaska",46406,5186
0500000US48229,"Hudspeth County, Texas",29318,7647
0500000US21039,"Carlisle County, Kentucky",39664,4204
0500000US21145,"McCracken County, Kentucky",44486,2350
0500000US19021,"Buena Vista County, Iowa",54556,2888
0500000US48029,"Bexar County, Texas",55456,501
0500000US22083,"Richland Parish, Louisiana",34422,5064
0500000US26045,"Eaton County, Michigan",62474,1179
0500000US27173,"Yellow Medicine County, Minnesota",56943,3234
0500000US42015,"Bradford County, Pennsylvania",51457,1337
0500000US35021,"Harding County, New Mexico",30875,4943
0500000US13317,"Wilkes County, Georgia",35106,4153
0500000US19001,"Adair County, Iowa",51859,2747
0500000US13187,"Lumpkin County, Georgia",47488,3535
0500000US51083,"Halifax County, Virginia",42289,2347
0500000US40113,"Osage County, Oklahoma",47789,1927
0500000US22121,"West Baton Rouge Parish, Louisiana",60908,4083
0500000US36101,"Steuben County, New York",51789,1417
0500000US40055,"Greer County, Oklahoma",38322,2501
0500000US36051,"Livingston County, New York",56071,1875
0500000US48257,"Kaufman County, Texas",65390,1830
0500000US39161,"Van Wert County, Ohio",52754,1607
0500000US26161,"Washtenaw County, Michigan",69434,1194
0500000US28089,"Madison County, Mississippi",71690,2395
0500000US47011,"Bradley County, Tennessee",48140,1978
0500000US20085,"Jackson County, Kansas",55904,3009
0500000US21183,"Ohio County, Kentucky",42826,2603
0500000US26073,"Isabella County, Michigan",44408,1929
0500000US18107,"Montgomery County, Indiana",53610,2718
0500000US46073,"Jerauld County, South Dakota",49519,5792
0500000US54083,"Randolph County, West Virginia",41094,2882
0500000US40047,"Garfield County, Oklahoma",51332,2166
0500000US29175,"Randolph County, Missouri",46610,3310
0500000US27041,"Douglas County, Minnesota",60676,3012
0500000US50027,"Windsor County, Vermont",58303,1576
0500000US13015,"Bartow County, Georgia",55452,2276
0500000US05107,"Phillips County, Arkansas",29263,3332
0500000US06013,"Contra Costa County, California",93712,926
0500000US40067,"Jefferson County, Oklahoma",37319,1687
0500000US12123,"Taylor County, Florida",36934,5018
0500000US19095,"Iowa County, Iowa",58570,5894
0500000US28095,"Monroe County, Mississippi",40940,4281
0500000US17147,"Piatt County, Illinois",69271,3117
0500000US26125,"Oakland County, Michigan",76387,629
0500000US29065,"Dent County, Missouri",39916,3202
0500000US06087,"Santa Cruz County, California",78041,1462
0500000US31127,"Nemaha County, Nebraska",51922,5743
0500000US27009,"Benton County, Minnesota",56357,2775
0500000US37179,"Union County, North Carolina",75397,1287
0500000US39125,"Paulding County, Ohio",51933,2614
0500000US27155,"Traverse County, Minnesota",48784,4426
0500000US48497,"Wise County, Texas",61709,2458
0500000US18181,"White County, Indiana",55086,2801
0500000US48211,"Hemphill County, Texas",63778,8931
0500000US18017,"Cass County, Indiana",47545,2318
0500000US39069,"Henry County, Ohio",59083,2965
0500000US20179,"Sheridan County, Kansas",56071,9269
0500000US20027,"Clay County, Kansas",56186,4532
0500000US23023,"Sagadahoc County, Maine",62131,2508
0500000US40005,"Atoka County, Oklahoma",38821,2108
0500000US72115,"Quebradillas Municipio, Puerto Rico",16630,2110
0500000US72113,"Ponce Municipio, Puerto Rico",17173,503
0500000US34007,"Camden County, New Jersey",67118,1282
0500000US51093,"Isle of Wight County, Virginia",71376,3787
0500000US72083,"Las Mar�as Municipio, Puerto Rico",13435,2781
0500000US48381,"Randall County, Texas",67397,2025
0500000US72147,"Vieques Municipio, Puerto Rico",15539,3003
0500000US72029,"Can�vanas Municipio, Puerto Rico",20673,1668
0500000US41041,"Lincoln County, Oregon",46061,1891
0500000US22063,"Livingston Parish, Louisiana",63159,2432
0500000US54051,"Marshall County, West Virginia",43918,3875
0500000US54017,"Doddridge County, West Virginia",46449,9023
0500000US05117,"Prairie County, Arkansas",41846,2815
0500000US48265,"Kerr County, Texas",52473,2685
0500000US39023,"Clark County, Ohio",48502,1315
0500000US44001,"Bristol County, Rhode Island",75578,3422
