GEO_ID,NAME,B19013_001E,B19013_001M
id,Geographic Area Name,Estimate!!Median household income in the past 12 months (in 2018 inflation-adjusted dollars),Margin of Error!!Median household income in the past 12 months (in 2018 inflation-adjusted dollars)
0500000US72131,"San Sebasti�n Municipio, Puerto Rico",14812,1029
0500000US20121,"Miami County, Kansas",69150,4161
0500000US12009,"Brevard County, Florida",54359,842
0500000US31009,"Blaine County, Nebraska",50870,3026
0500000US48261,"Kenedy County, Texas",36125,6795
0500000US19025,"Calhoun County, Iowa",50800,2591
0500000US48167,"Galveston County, Texas",69369,1866
0500000US51595,"Emporia city, Virginia",30857,2784
0500000US55105,"Rock County, Wisconsin",55832,1073
0500000US26039,"Crawford County, Michigan",47443,3194
0500000US19003,"Adams County, Iowa",49229,4027
0500000US48255,"Karnes County, Texas",52252,4347
0500000US29135,"Moniteau County, Missouri",54828,3620
0500000US04011,"Greenlee County, Arizona",60962,3549
0500000US26137,"Otsego County, Michigan",52645,2766
0500000US08093,"Park County, Colorado",66861,6419
0500000US26079,"Kalkaska County, Michigan",46004,2417
0500000US27067,"Kandiyohi County, Minnesota",59089,2058
0500000US20051,"Ellis County, Kansas",52700,4242
0500000US36001,"Albany County, New York",64535,1279
0500000US51175,"Southampton County, Virginia",54611,6821
0500000US39101,"Marion County, Ohio",45464,2223
0500000US31181,"Webster County, Nebraska",42298,4958
0500000US13239,"Quitman County, Georgia",30000,10407
0500000US13013,"Barrow County, Georgia",57348,2073
0500000US29085,"Hickory County, Missouri",36190,1900
0500000US16083,"Twin Falls County, Idaho",50778,1784
0500000US26035,"Clare County, Michigan",37369,1443
0500000US42059,"Greene County, Pennsylvania",54121,2432
0500000US16073,"Owyhee County, Idaho",40430,3790
0500000US27083,"Lyon County, Minnesota",55525,1986
0500000US16031,"Cassia County, Idaho",50918,1991
0500000US35055,"Taos County, New Mexico",36758,2641
0500000US20097,"Kiowa County, Kansas",51336,4714
0500000US56037,"Sweetwater County, Wyoming",73008,3133
0500000US47107,"McMinn County, Tennessee",41398,2661
0500000US29227,"Worth County, Missouri",52500,5108
0500000US39065,"Hardin County, Ohio",48773,1658
0500000US49001,"Beaver County, Utah",54212,6679
0500000US40013,"Bryan County, Oklahoma",43245,2238
0500000US48295,"Lipscomb County, Texas",57372,8099
0500000US08065,"Lake County, Colorado",46918,4775
0500000US29119,"McDonald County, Missouri",42019,3057
0500000US27087,"Mahnomen County, Minnesota",44537,2879
0500000US48047,"Brooks County, Texas",27378,2831
0500000US26159,"Van Buren County, Michigan",52351,1557
0500000US72009,"Aibonito Municipio, Puerto Rico",19720,1401
0500000US47027,"Clay County, Tennessee",31487,5013
0500000US17101,"Lawrence County, Illinois",45654,3655
0500000US19055,"Delaware County, Iowa",61179,3973
0500000US48275,"Knox County, Texas",46146,7394
0500000US21079,"Garrard County, Kentucky",49888,3277
0500000US12109,"St. Johns County, Florida",77323,2318
0500000US38099,"Walsh County, North Dakota",54414,2192
0500000US48131,"Duval County, Texas",37382,5459
0500000US13291,"Union County, Georgia",44978,5593
0500000US36043,"Herkimer County, New York",51862,2041
0500000US21061,"Edmonson County, Kentucky",41360,5129
0500000US21065,"Estill County, Kentucky",31337,2576
0500000US28163,"Yazoo County, Mississippi",31402,2367
0500000US13275,"Thomas County, Georgia",40112,2153
0500000US37057,"Davidson County, North Carolina",47271,1366
0500000US48001,"Anderson County, Texas",43355,2033
0500000US24047,"Worcester County, Maryland",61145,2866
0500000US13207,"Monroe County, Georgia",54050,2837
0500000US01097,"Mobile County, Alabama",46166,1129
0500000US40061,"Haskell County, Oklahoma",39375,2766
0500000US48305,"Lynn County, Texas",43524,3428
0500000US19175,"Union County, Iowa",47518,2998
0500000US26081,"Kent County, Michigan",60351,858
0500000US18047,"Franklin County, Indiana",58382,2930
0500000US27015,"Brown County, Minnesota",57728,3041
0500000US37093,"Hoke County, North Carolina",47535,2214
0500000US21035,"Calloway County, Kentucky",40219,2017
0500000US40079,"Le Flore County, Oklahoma",39769,1250
0500000US55035,"Eau Claire County, Wisconsin",55711,1487
0500000US17055,"Franklin County, Illinois",41414,1698
0500000US47089,"Jefferson County, Tennessee",47264,2377
0500000US21121,"Knox County, Kentucky",28790,2342
0500000US26067,"Ionia County, Michigan",54343,2112
0500000US19099,"Jasper County, Iowa",55727,3204
0500000US41027,"Hood River County, Oregon",62935,4086
0500000US51041,"Chesterfield County, Virginia",80214,1216
0500000US55117,"Sheboygan County, Wisconsin",58943,1596
0500000US01123,"Tallapoosa County, Alabama",43361,3489
0500000US56035,"Sublette County, Wyoming",78680,11685
0500000US21097,"Harrison County, Kentucky",49696,3830
0500000US20165,"Rush County, Kansas",40598,5471
0500000US01005,"Barbour County, Alabama",34186,2552
0500000US02130,"Ketchikan Gateway Borough, Alaska",70356,3342
0500000US26127,"Oceana County, Michigan",46217,2117
0500000US40017,"Canadian County, Oklahoma",71157,1481
0500000US49019,"Grand County, Utah",48673,5136
0500000US29201,"Scott County, Missouri",42231,2077
0500000US06105,"Trinity County, California",38497,4689
0500000US53073,"Whatcom County, Washington",59285,1481
0500000US45007,"Anderson County, South Carolina",47906,1224
0500000US39001,"Adams County, Ohio",36894,3386
0500000US20171,"Scott County, Kansas",71394,11173
0500000US05095,"Monroe County, Arkansas",35190,6580
0500000US12007,"Bradford County, Florida",46197,5603
0500000US48457,"Tyler County, Texas",43936,3381
0500000US46071,"Jackson County, South Dakota",33438,5907
0500000US26083,"Keweenaw County, Michigan",49779,5065
0500000US38035,"Grand Forks County, North Dakota",51951,1837
0500000US51081,"Greensville County, Virginia",44534,7545
0500000US02016,"Aleutians West Census Area, Alaska",85517,3718
0500000US02068,"Denali Borough, Alaska",84196,7160
0500000US39087,"Lawrence County, Ohio",44372,2367
0500000US13197,"Marion County, Georgia",44309,7123
0500000US49045,"Tooele County, Utah",71020,2997
0500000US20047,"Edwards County, Kansas",49293,3364
0500000US32031,"Washoe County, Nevada",61155,908
0500000US37085,"Harnett County, North Carolina",51630,1150
0500000US55045,"Green County, Wisconsin",62699,2311
0500000US04023,"Santa Cruz County, Arizona",40467,2823
0500000US42051,"Fayette County, Pennsylvania",44476,1992
0500000US39169,"Wayne County, Ohio",56348,1184
0500000US51710,"Norfolk city, Virginia",49146,990
0500000US30025,"Fallon County, Montana",60750,12795
0500000US08039,"Elbert County, Colorado",96658,4279
0500000US13257,"Stephens County, Georgia",43416,4330
0500000US39167,"Washington County, Ohio",48572,2183
0500000US36105,"Sullivan County, New York",56256,2896
0500000US21239,"Woodford County, Kentucky",62629,3641
0500000US53011,"Clark County, Washington",71636,837
0500000US28029,"Copiah County, Mississippi",40361,3064
0500000US21117,"Kenton County, Kentucky",61606,1482
0500000US27147,"Steele County, Minnesota",62731,2041
0500000US17181,"Union County, Illinois",49182,2441
0500000US01047,"Dallas County, Alabama",31602,1447
0500000US47161,"Stewart County, Tennessee",42269,4041
0500000US30063,"Missoula County, Montana",51270,1971
0500000US24510,"Baltimore city, Maryland",48840,715
0500000US06091,"Sierra County, California",48125,7465
0500000US31051,"Dixon County, Nebraska",56775,4308
0500000US36109,"Tompkins County, New York",58743,1600
0500000US17015,"Carroll County, Illinois",51228,3421
0500000US48479,"Webb County, Texas",42293,1239
0500000US49055,"Wayne County, Utah",44694,3167
0500000US41001,"Baker County, Oregon",43921,2509
0500000US36059,"Nassau County, New York",111240,1180
0500000US39151,"Stark County, Ohio",52190,705
0500000US53067,"Thurston County, Washington",69592,1269
0500000US02188,"Northwest Arctic Borough, Alaska",62949,3677
0500000US49009,"Daggett County, Utah",81250,35024
0500000US51079,"Greene County, Virginia",64979,4475
0500000US12073,"Leon County, Florida",51201,978
0500000US46027,"Clay County, South Dakota",43189,3636
0500000US37079,"Greene County, North Carolina",38306,2926
0500000US55109,"St. Croix County, Wisconsin",81124,2040
0500000US45091,"York County, South Carolina",62431,1371
0500000US47163,"Sullivan County, Tennessee",43442,1229
0500000US18045,"Fountain County, Indiana",49887,2840
0500000US72119,"R�o Grande Municipio, Puerto Rico",22509,1243
0500000US21129,"Lee County, Kentucky",23972,3741
0500000US20113,"McPherson County, Kansas",57765,3206
0500000US51065,"Fluvanna County, Virginia",74931,4899
0500000US72015,"Arroyo Municipio, Puerto Rico",16976,2241
0500000US19189,"Winnebago County, Iowa",51002,2591
0500000US02195,"Petersburg Borough, Alaska",66907,2820
0500000US72045,"Comer�o Municipio, Puerto Rico",12812,1348
0500000US20005,"Atchison County, Kansas",48667,3855
0500000US17121,"Marion County, Illinois",46102,1606
0500000US48015,"Austin County, Texas",65365,4632
0500000US48017,"Bailey County, Texas",46485,5594
0500000US02261,"Valdez-Cordova Census Area, Alaska",82306,5784
0500000US32011,"Eureka County, Nevada",77625,23084
0500000US26105,"Mason County, Michigan",49663,2106
0500000US27143,"Sibley County, Minnesota",62761,1604
0500000US23007,"Franklin County, Maine",48053,2173
0500000US18169,"Wabash County, Indiana",50637,1869
0500000US29041,"Chariton County, Missouri",46992,2012
0500000US51103,"Lancaster County, Virginia",50739,7705
0500000US39037,"Darke County, Ohio",52691,1888
0500000US48353,"Nolan County, Texas",44346,4193
0500000US13105,"Elbert County, Georgia",37943,2933
0500000US04009,"Graham County, Arizona",51352,2134
0500000US21203,"Rockcastle County, Kentucky",36468,3074
0500000US47007,"Bledsoe County, Tennessee",42889,5054
0500000US48063,"Camp County, Texas",42604,4451
0500000US53035,"Kitsap County, Washington",71610,1435
0500000US06029,"Kern County, California",52479,729
0500000US39111,"Monroe County, Ohio",43956,2265
0500000US48469,"Victoria County, Texas",55631,2752
0500000US19193,"Woodbury County, Iowa",55483,1519
0500000US21037,"Campbell County, Kentucky",59782,2488
0500000US36003,"Allegany County, New York",47033,1420
0500000US51127,"New Kent County, Virginia",79698,4414
0500000US19057,"Des Moines County, Iowa",49977,1920
0500000US19027,"Carroll County, Iowa",57674,3499
0500000US12021,"Collier County, Florida",65675,1598
0500000US55069,"Lincoln County, Wisconsin",56086,2436
0500000US56045,"Weston County, Wyoming",52867,6921
0500000US47131,"Obion County, Tennessee",39866,2230
0500000US01087,"Macon County, Alabama",32074,2430
0500000US21027,"Breckinridge County, Kentucky",48189,3056
0500000US29161,"Phelps County, Missouri",42846,2355
0500000US32029,"Storey County, Nevada",62284,5795
0500000US31115,"Loup County, Nebraska",53125,11932
0500000US38063,"Nelson County, North Dakota",48798,7261
0500000US21193,"Perry County, Kentucky",31046,2631
0500000US21195,"Pike County, Kentucky",34081,1559
0500000US26025,"Calhoun County, Michigan",47426,1119
0500000US40011,"Blaine County, Oklahoma",50391,6924
0500000US13229,"Pierce County, Georgia",44167,4671
0500000US08047,"Gilpin County, Colorado",75120,6107
0500000US13307,"Webster County, Georgia",35755,4641
0500000US47023,"Chester County, Tennessee",45667,7517
0500000US39163,"Vinton County, Ohio",42114,3941
0500000US27111,"Otter Tail County, Minnesota",57131,1540
0500000US06071,"San Bernardino County, California",60164,626
0500000US31019,"Buffalo County, Nebraska",56952,3272
0500000US40083,"Logan County, Oklahoma",62035,4210
0500000US18057,"Hamilton County, Indiana",94644,2262
0500000US17179,"Tazewell County, Illinois",62342,1448
0500000US19115,"Louisa County, Iowa",53943,4249
0500000US27157,"Wabasha County, Minnesota",65138,1885
0500000US39171,"Williams County, Ohio",49491,1657
0500000US01073,"Jefferson County, Alabama",51979,687
0500000US22051,"Jefferson Parish, Louisiana",52558,831
0500000US06095,"Solano County, California",77609,1309
0500000US40087,"McClain County, Oklahoma",64492,2463
0500000US13003,"Atkinson County, Georgia",34877,2829
0500000US13055,"Chattooga County, Georgia",36107,1896
0500000US16087,"Washington County, Idaho",37206,3857
0500000US17095,"Knox County, Illinois",43709,1897
0500000US17051,"Fayette County, Illinois",44432,2826
0500000US54001,"Barbour County, West Virginia",39580,4632
0500000US21115,"Johnson County, Kentucky",37559,2511
0500000US26077,"Kalamazoo County, Michigan",54431,1118
0500000US19031,"Cedar County, Iowa",65791,2054
0500000US53059,"Skamania County, Washington",58598,4141
0500000US15003,"Honolulu County, Hawaii",82906,756
0500000US13093,"Dooly County, Georgia",35629,4672
0500000US48303,"Lubbock County, Texas",50473,1234
0500000US05085,"Lonoke County, Arkansas",57509,2386
0500000US47083,"Houston County, Tennessee",43964,3741
0500000US30029,"Flathead County, Montana",52966,2038
0500000US21083,"Graves County, Kentucky",41615,1819
0500000US28115,"Pontotoc County, Mississippi",41379,2411
0500000US35041,"Roosevelt County, New Mexico",40775,5000
0500000US26155,"Shiawassee County, Michigan",54742,1401
0500000US13293,"Upson County, Georgia",36529,3721
0500000US34015,"Gloucester County, New Jersey",85160,1401
0500000US54061,"Monongalia County, West Virginia",49926,1659
0500000US39059,"Guernsey County, Ohio",43975,2042
0500000US17039,"De Witt County, Illinois",55591,4243
0500000US46125,"Turner County, South Dakota",55380,4759
0500000US13287,"Turner County, Georgia",38341,6293
0500000US55013,"Burnett County, Wisconsin",49982,1413
0500000US13077,"Coweta County, Georgia",70717,2225
0500000US31167,"Stanton County, Nebraska",62687,4761
0500000US45085,"Sumter County, South Carolina",43792,1589
0500000US28039,"George County, Mississippi",48319,5187
0500000US13221,"Oglethorpe County, Georgia",44927,2995
0500000US31017,"Brown County, Nebraska",41550,4967
0500000US28117,"Prentiss County, Mississippi",37519,3908
0500000US51021,"Bland County, Virginia",50511,4943
0500000US29127,"Marion County, Missouri",46762,3278
0500000US21017,"Bourbon County, Kentucky",51462,3221
0500000US26013,"Baraga County, Michigan",42444,2579
0500000US37053,"Currituck County, North Carolina",66284,5849
0500000US08121,"Washington County, Colorado",49375,4796
0500000US30043,"Jefferson County, Montana",66867,4719
0500000US36005,"Bronx County, New York",38085,525
0500000US22099,"St. Martin Parish, Louisiana",47974,3530
0500000US20137,"Norton County, Kansas",49891,4999
0500000US16021,"Boundary County, Idaho",43507,6142
0500000US01119,"Sumter County, Alabama",23132,2361
0500000US47159,"Smith County, Tennessee",46404,2929
0500000US13135,"Gwinnett County, Georgia",67769,1111
0500000US24041,"Talbot County, Maryland",67204,5374
0500000US34035,"Somerset County, New Jersey",111772,1996
0500000US29051,"Cole County, Missouri",57587,1779
0500000US37165,"Scotland County, North Carolina",35617,2203
0500000US72054,"Florida Municipio, Puerto Rico",20315,3694
0500000US21213,"Simpson County, Kentucky",48311,3451
0500000US37183,"Wake County, North Carolina",76956,845
0500000US37043,"Clay County, North Carolina",38801,3790
0500000US53063,"Spokane County, Washington",54852,814
0500000US24039,"Somerset County, Maryland",42165,3590
0500000US29129,"Mercer County, Missouri",44085,4042
0500000US30047,"Lake County, Montana",45488,2368
0500000US27047,"Freeborn County, Minnesota",52447,1975
0500000US40111,"Okmulgee County, Oklahoma",42175,2306
0500000US72069,"Humacao Municipio, Puerto Rico",19880,1116
0500000US42061,"Huntingdon County, Pennsylvania",48597,1311
0500000US46135,"Yankton County, South Dakota",54694,4108
0500000US37041,"Chowan County, North Carolina",42621,4428
0500000US51019,"Bedford County, Virginia",61541,2660
0500000US23025,"Somerset County, Maine",42491,2161
0500000US46107,"Potter County, South Dakota",53600,4422
0500000US51141,"Patrick County, Virginia",40486,4326
0500000US31055,"Douglas County, Nebraska",61688,773
0500000US38013,"Burke County, North Dakota",74931,4976
0500000US13107,"Emanuel County, Georgia",34946,2845
0500000US26131,"Ontonagon County, Michigan",38906,2108
0500000US29001,"Adair County, Missouri",40046,2435
0500000US13111,"Fannin County, Georgia",45647,4013
0500000US40059,"Harper County, Oklahoma",50114,8214
0500000US45035,"Dorchester County, South Carolina",61698,1894
0500000US13313,"Whitfield County, Georgia",46970,2899
0500000US29019,"Boone County, Missouri",54043,1666
0500000US32009,"Esmeralda County, Nevada",40000,7903
0500000US40073,"Kingfisher County, Oklahoma",60656,8548
0500000US30001,"Beaverhead County, Montana",44809,5543
0500000US48091,"Comal County, Texas",75356,1984
0500000US29209,"Stone County, Missouri",46443,2625
0500000US08053,"Hinsdale County, Colorado",52188,11724
0500000US49021,"Iron County, Utah",46809,3453
0500000US05053,"Grant County, Arkansas",51920,3608
0500000US48163,"Frio County, Texas",42476,5003
0500000US20175,"Seward County, Kansas",47025,3239
0500000US39157,"Tuscarawas County, Ohio",51170,1952
0500000US40143,"Tulsa County, Oklahoma",53902,541
0500000US17133,"Monroe County, Illinois",81268,5031
0500000US48051,"Burleson County, Texas",56235,3507
0500000US31053,"Dodge County, Nebraska",53101,1756
0500000US05083,"Logan County, Arkansas",39748,2062
0500000US27167,"Wilkin County, Minnesota",54935,3799
0500000US09007,"Middlesex County, Connecticut",84761,2066
0500000US01003,"Baldwin County, Alabama",55962,1204
0500000US08085,"Montrose County, Colorado",48739,2573
0500000US45079,"Richland County, South Carolina",53922,1069
0500000US04017,"Navajo County, Arizona",40054,1508
0500000US51187,"Warren County, Virginia",68189,4293
0500000US34011,"Cumberland County, New Jersey",52593,1718
0500000US25017,"Middlesex County, Massachusetts",97012,1021
0500000US08045,"Garfield County, Colorado",72898,3801
0500000US48059,"Callahan County, Texas",44602,3204
0500000US28075,"Lauderdale County, Mississippi",41704,2220
0500000US49047,"Uintah County, Utah",66736,3909
0500000US01037,"Coosa County, Alabama",38301,3436
0500000US20109,"Logan County, Kansas",51597,3191
0500000US41043,"Linn County, Oregon",52097,1597
0500000US55139,"Winnebago County, Wisconsin",57124,1152
0500000US05079,"Lincoln County, Arkansas",45166,10567
0500000US55057,"Juneau County, Wisconsin",51056,1694
0500000US20017,"Chase County, Kansas",46295,5387
0500000US02090,"Fairbanks North Star Borough, Alaska",77095,2705
0500000US72105,"Naranjito Municipio, Puerto Rico",19332,2452
0500000US01063,"Greene County, Alabama",21804,4672
0500000US19173,"Taylor County, Iowa",48717,2494
0500000US48289,"Leon County, Texas",44818,6788
0500000US40015,"Caddo County, Oklahoma",44588,2074
0500000US13241,"Rabun County, Georgia",40902,2708
0500000US51159,"Richmond County, Virginia",49831,4953
0500000US55055,"Jefferson County, Wisconsin",63676,2189
0500000US20107,"Linn County, Kansas",43699,6469
0500000US48449,"Titus County, Texas",46698,3475
0500000US30097,"Sweet Grass County, Montana",49514,5331
0500000US37163,"Sampson County, North Carolina",39068,1998
0500000US36011,"Cayuga County, New York",56579,1673
0500000US48065,"Carson County, Texas",70087,7537
0500000US30039,"Granite County, Montana",48958,8721
0500000US26033,"Chippewa County, Michigan",44483,2030
0500000US48385,"Real County, Texas",34813,6986
0500000US55141,"Wood County, Wisconsin",53473,1503
0500000US72109,"Patillas Municipio, Puerto Rico",15761,1829
0500000US51089,"Henry County, Virginia",36683,1839
0500000US22091,"St. Helena Parish, Louisiana",39895,6619
0500000US42005,"Armstrong County, Pennsylvania",49032,2051
0500000US20111,"Lyon County, Kansas",44191,3806
0500000US26111,"Midland County, Michigan",59271,2398
0500000US35023,"Hidalgo County, New Mexico",36339,12114
0500000US13219,"Oconee County, Georgia",88308,3682
0500000US28063,"Jefferson County, Mississippi",20188,3089
0500000US22061,"Lincoln Parish, Louisiana",34154,2582
0500000US55125,"Vilas County, Wisconsin",44285,1762
0500000US02013,"Aleutians East Borough, Alaska",69706,4788
0500000US54085,"Ritchie County, West Virginia",44472,4018
0500000US38101,"Ward County, North Dakota",67753,2240
0500000US31025,"Cass County, Nebraska",71139,2310
0500000US72141,"Utuado Municipio, Puerto Rico",16533,1087
0500000US40043,"Dewey County, Oklahoma",50037,5573
0500000US37177,"Tyrrell County, North Carolina",35472,9108
0500000US12097,"Osceola County, Florida",50063,1465
0500000US37055,"Dare County, North Carolina",58012,2668
0500000US02122,"Kenai Peninsula Borough, Alaska",66684,2674
0500000US26133,"Osceola County, Michigan",42689,1546
0500000US72103,"Naguabo Municipio, Puerto Rico",19356,1831
0500000US42023,"Cameron County, Pennsylvania",41485,1945
0500000US48023,"Baylor County, Texas",40750,7834
0500000US55081,"Monroe County, Wisconsin",58178,1851
0500000US18163,"Vanderburgh County, Indiana",46943,1167
0500000US47115,"Marion County, Tennessee",48024,2450
0500000US13247,"Rockdale County, Georgia",57049,1761
0500000US37039,"Cherokee County, North Carolina",40294,2205
0500000US42089,"Monroe County, Pennsylvania",63931,1854
0500000US42079,"Luzerne County, Pennsylvania",51646,857
0500000US05087,"Madison County, Arkansas",43891,3623
0500000US19071,"Fremont County, Iowa",54281,3367
0500000US45015,"Berkeley County, South Carolina",59995,1499
0500000US08057,"Jackson County, Colorado",48828,8122
0500000US49033,"Rich County, Utah",49886,13343
0500000US29023,"Butler County, Missouri",39058,2674
0500000US42025,"Carbon County, Pennsylvania",53624,1457
0500000US29169,"Pulaski County, Missouri",51665,4064
0500000US37105,"Lee County, North Carolina",48873,2218
0500000US72063,"Gurabo Municipio, Puerto Rico",33661,2355
0500000US48147,"Fannin County, Texas",50761,1798
0500000US23009,"Hancock County, Maine",53068,1671
0500000US39077,"Huron County, Ohio",51559,1719
0500000US50019,"Orleans County, Vermont",47915,2193
0500000US42105,"Potter County, Pennsylvania",42821,1568
0500000US47129,"Morgan County, Tennessee",40166,2561
0500000US01121,"Talladega County, Alabama",41012,1513
0500000US47121,"Meigs County, Tennessee",43250,4203
0500000US13035,"Butts County, Georgia",41845,2514
0500000US51750,"Radford city, Virginia",36743,6295
0500000US21233,"Webster County, Kentucky",40947,2658
0500000US21125,"Laurel County, Kentucky",39230,2101
0500000US15001,"Hawaii County, Hawaii",59297,1896
0500000US56027,"Niobrara County, Wyoming",39359,7728
0500000US33005,"Cheshire County, New Hampshire",63057,2005
0500000US42007,"Beaver County, Pennsylvania",55828,1201
0500000US28015,"Carroll County, Mississippi",43060,5802
0500000US20139,"Osage County, Kansas",55036,2577
0500000US39025,"Clermont County, Ohio",64822,1437
0500000US39159,"Union County, Ohio",82775,2951
0500000US51137,"Orange County, Virginia",68481,3991
0500000US46011,"Brookings County, South Dakota",56370,2989
0500000US54087,"Roane County, West Virginia",34300,3031
0500000US38047,"Logan County, North Dakota",58144,5397
0500000US51027,"Buchanan County, Virginia",30806,2381
0500000US47105,"Loudon County, Tennessee",56078,3662
0500000US21093,"Hardin County, Kentucky",53168,1849
0500000US21237,"Wolfe County, Kentucky",22458,5889
0500000US05039,"Dallas County, Arkansas",36628,4304
0500000US24033,"Prince George's County, Maryland",81969,837
0500000US18041,"Fayette County, Indiana",43317,2254
0500000US72067,"Hormigueros Municipio, Puerto Rico",19394,2271
0500000US36015,"Chemung County, New York",53299,1328
0500000US48061,"Cameron County, Texas",37132,1130
0500000US26101,"Manistee County, Michigan",47172,2038
0500000US37103,"Jones County, North Carolina",36892,7327
0500000US55007,"Bayfield County, Wisconsin",52910,1503
0500000US13279,"Toombs County, Georgia",36575,3788
0500000US31067,"Gage County, Nebraska",51662,3264
0500000US36047,"Kings County, New York",56015,536
0500000US34041,"Warren County, New Jersey",78145,1882
0500000US13277,"Tift County, Georgia",42790,2827
0500000US48135,"Ector County, Texas",60676,1959
0500000US08014,"Broomfield County, Colorado",89624,4013
0500000US30073,"Pondera County, Montana",45458,4410
0500000US19165,"Shelby County, Iowa",55489,5405
0500000US40007,"Beaver County, Oklahoma",51996,2752
0500000US48407,"San Jacinto County, Texas",44658,4204
0500000US45055,"Kershaw County, South Carolina",49392,2033
0500000US48343,"Morris County, Texas",42961,2609
0500000US48171,"Gillespie County, Texas",58325,4646
0500000US18053,"Grant County, Indiana",42593,1787
0500000US47165,"Sumner County, Tennessee",64631,1434
0500000US28083,"Leflore County, Mississippi",26052,2080
0500000US51770,"Roanoke city, Virginia",43028,1367
0500000US05077,"Lee County, Arkansas",28367,5453
0500000US13301,"Warren County, Georgia",34730,3222
0500000US42115,"Susquehanna County, Pennsylvania",53059,1747
0500000US18001,"Adams County, Indiana",51713,3626
0500000US16053,"Jerome County, Idaho",49306,2678
0500000US19059,"Dickinson County, Iowa",58099,5435
0500000US72033,"Cata�o Municipio, Puerto Rico",18253,2132
0500000US13175,"Laurens County, Georgia",37369,1671
0500000US48195,"Hansford County, Texas",39229,4633
0500000US20135,"Ness County, Kansas",51033,5672
0500000US05021,"Clay County, Arkansas",33935,3014
0500000US32019,"Lyon County, Nevada",55493,3149
0500000US35031,"McKinley County, New Mexico",31674,1548
0500000US36077,"Otsego County, New York",53121,1287
0500000US42039,"Crawford County, Pennsylvania",49144,1173
0500000US13155,"Irwin County, Georgia",32339,7020
0500000US46003,"Aurora County, South Dakota",59293,4284
0500000US28059,"Jackson County, Mississippi",51142,1836
0500000US49051,"Wasatch County, Utah",77449,5814
0500000US28001,"Adams County, Mississippi",29203,2047
0500000US35051,"Sierra County, New Mexico",30451,2520
0500000US41003,"Benton County, Oregon",58655,1968
0500000US51195,"Wise County, Virginia",38345,3388
0500000US29017,"Bollinger County, Missouri",42985,4144
0500000US35006,"Cibola County, New Mexico",37368,3303
0500000US51520,"Bristol city, Virginia",37904,2685
0500000US54101,"Webster County, West Virginia",34312,5089
0500000US46103,"Pennington County, South Dakota",55024,1432
0500000US28019,"Choctaw County, Mississippi",37203,3528
0500000US28155,"Webster County, Mississippi",40683,7710
0500000US42101,"Philadelphia County, Pennsylvania",43744,595
0500000US46041,"Dewey County, South Dakota",43954,3189
0500000US13099,"Early County, Georgia",31567,4977
0500000US16071,"Oneida County, Idaho",51058,12790
0500000US54003,"Berkeley County, West Virginia",60615,1882
0500000US36083,"Rensselaer County, New York",65851,1775
0500000US21179,"Nelson County, Kentucky",57469,3191
0500000US16019,"Bonneville County, Idaho",56609,1503
0500000US49057,"Weber County, Utah",64636,1074
0500000US56031,"Platte County, Wyoming",47096,3764
0500000US06059,"Orange County, California",85398,719
0500000US13085,"Dawson County, Georgia",65805,5350
0500000US19171,"Tama County, Iowa",55898,2672
0500000US48085,"Collin County, Texas",94192,911
0500000US55041,"Forest County, Wisconsin",44313,1984
0500000US20191,"Sumner County, Kansas",54915,3412
0500000US25001,"Barnstable County, Massachusetts",70621,1245
0500000US31119,"Madison County, Nebraska",52857,2181
0500000US21073,"Franklin County, Kentucky",55068,2123
0500000US48361,"Orange County, Texas",55700,2395
0500000US46077,"Kingsbury County, South Dakota",59375,2977
0500000US20037,"Crawford County, Kansas",40174,1415
0500000US01023,"Choctaw County, Alabama",34884,2927
0500000US08019,"Clear Creek County, Colorado",69936,4503
0500000US13101,"Echols County, Georgia",34447,4234
0500000US08119,"Teller County, Colorado",65382,5275
0500000US16013,"Blaine County, Idaho",51968,5858
0500000US30009,"Carbon County, Montana",57538,4662
0500000US01089,"Madison County, Alabama",63417,1447
0500000US19159,"Ringgold County, Iowa",52005,3870
0500000US42123,"Warren County, Pennsylvania",48409,1276
0500000US20089,"Jewell County, Kansas",42552,5114
0500000US11001,"District of Columbia, District of Columbia",82604,1081
0500000US27035,"Crow Wing County, Minnesota",54508,1489
0500000US21009,"Barren County, Kentucky",40216,1507
0500000US12095,"Orange County, Florida",54335,575
0500000US37063,"Durham County, North Carolina",58190,1715
0500000US17069,"Hardin County, Illinois",43081,6298
0500000US30059,"Meagher County, Montana",43109,5315
0500000US55025,"Dane County, Wisconsin",70541,997
0500000US48077,"Clay County, Texas",51191,3678
0500000US48281,"Lampasas County, Texas",58194,3109
0500000US26139,"Ottawa County, Michigan",67468,984
0500000US51740,"Portsmouth city, Virginia",50224,1622
0500000US53031,"Jefferson County, Washington",54471,3254
0500000US26041,"Delta County, Michigan",46490,2326
0500000US32027,"Pershing County, Nevada",50846,4691
0500000US10003,"New Castle County, Delaware",70996,1098
0500000US24015,"Cecil County, Maryland",72845,2208
0500000US16041,"Franklin County, Idaho",56613,3135
0500000US27145,"Stearns County, Minnesota",60606,1171
0500000US51149,"Prince George County, Virginia",67001,3178
0500000US40075,"Kiowa County, Oklahoma",38209,4061
0500000US48495,"Winkler County, Texas",59167,9911
0500000US06099,"Stanislaus County, California",57387,1316
0500000US56009,"Converse County, Wyoming",63923,6844
0500000US21105,"Hickman County, Kentucky",40463,4654
